192.383 1.07742
193.359 0.68324
194.336 0.415454
195.312 0.745185
196.289 0.595219
197.266 0.778738
198.242 0.771831
199.219 0.423308
200.195 1.25716
201.172 0.205198
202.148 0.101304
203.125 0.626881
204.102 0.763533
205.078 0.371351
206.055 0.184387
207.031 0.383525
208.008 0.55684
208.984 0.559173
209.961 0.76165
210.938 0.942183
211.914 0.853833
212.891 0.337589
213.867 0.768451
214.844 0.533271
215.82 0.440151
216.797 0.275122
217.773 0.67575
218.75 0.372845
219.727 0.275472
220.703 0.866651
221.68 0.588136
222.656 1.0354
223.633 0.599281
224.609 0.433722
225.586 0.498253
226.562 0.188184
227.539 0.393582
228.516 0.891459
229.492 0.359849
230.469 0.477614
231.445 0.0779386
232.422 0.51028
233.398 0.844096
234.375 0.151774
235.352 0.462171
236.328 0.753202
237.305 0.696238
238.281 0.649394
239.258 0.609694
240.234 0.968265
241.211 0.312766
242.188 0.46805
243.164 0.582757
244.141 0.329938
245.117 1.01355
246.094 0.332024
247.07 1.07746
248.047 0.28828
249.023 0.754805
250 0.497816
250.977 0.347501
251.953 0.221202
252.93 0.559167
253.906 0.144917
254.883 0.364478
255.859 0.29064
256.836 0.539068
257.812 0.565627
258.789 0.519969
259.766 0.17748
260.742 0.573009
261.719 0.497717
262.695 0.661662
263.672 0.317965
264.648 0.0704036
265.625 0.24712
266.602 0.70811
267.578 0.864412
268.555 0.501885
269.531 0.404179
270.508 0.562267
271.484 0.663493
272.461 0.449284
273.438 0.751976
274.414 0.573314
275.391 0.374382
276.367 0.573873
277.344 0.232623
278.32 0.244401
279.297 0.640429
280.273 0.288386
281.25 0.654146
282.227 0.203215
283.203 0.194162
284.18 0.607316
285.156 0.561043
286.133 0.282669
287.109 0.107053
288.086 0.161054
289.062 0.925362
290.039 0.0693999
291.016 0.564916
291.992 0.293279
292.969 0.173501
293.945 0.36626
294.922 0.0799754
295.898 0.413937
296.875 0.158261
297.852 0.547515
298.828 0.23311
299.805 0.383124
300.781 0.338768
301.758 0.32034
302.734 0.0920471
303.711 0.188611
304.688 0.163681
305.664 0.556471
306.641 0.238673
307.617 1.1958
308.594 0.529291
309.57 0.864751
310.547 0.334003
311.523 0.359439
312.5 0.430752
313.477 0.714032
314.453 0.453645
315.43 0.691486
316.406 0.434417
317.383 0.556802
318.359 0.131527
319.336 0.171308
320.312 0.68728
321.289 0.434899
322.266 0.0603011
323.242 0.513797
324.219 0.320228
325.195 0.258461
326.172 0.652483
327.148 0.330972
328.125 0.51294
329.102 0.417951
330.078 0.258668
331.055 1.11757
332.031 0.274319
333.008 0.862154
333.984 0.381099
334.961 0.505102
335.938 0.303295
336.914 0.372028
337.891 0.444887
338.867 0.546441
339.844 0.982924
340.82 0.763563
341.797 0.2544
342.773 0.303145
343.75 0.699654
344.727 0.51512
345.703 0.624333
346.68 0.261492
347.656 0.190608
348.633 0.0592968
349.609 0.321101
350.586 0.169027
351.562 0.155476
352.539 0.126516
353.516 0.235651
354.492 0.47462
355.469 0.383828
356.445 0.525708
357.422 0.36579
358.398 0.572977
359.375 0.0337002
360.352 0.115308
361.328 0.329124
362.305 0.0988612
363.281 0.588262
364.258 0.236231
365.234 0.89
366.211 0.200868
367.188 0.397802
368.164 0.296662
369.141 0.390148
370.117 0.0961093
371.094 0.598088
372.07 0.358751
373.047 0.609136
374.023 0.690332
375 0.264174
375.977 0.258499
376.953 0.541618
377.93 0.475745
378.906 0.515429
379.883 0.369739
380.859 0.28848
381.836 0.494553
382.812 0.306011
383.789 0.855192
384.766 0.0673528
385.742 0.345291
386.719 0.507565
387.695 0.348303
388.672 0.397843
389.648 0.570975
390.625 0.468939
391.602 0.313882
392.578 0.434955
393.555 0.669121
394.531 0.495909
395.508 0.124496
396.484 0.543484
397.461 0.411076
398.438 0.737297
399.414 0.549685
400.391 0.154061
401.367 0.440543
402.344 0.594902
403.32 0.857498
404.297 0.570387
405.273 0.749602
406.25 0.535713
407.227 0.309853
408.203 0.68931
409.18 0.300634
410.156 0.121595
411.133 0.325359
412.109 0.431608
413.086 0.449213
414.062 0.334629
415.039 0.460428
416.016 0.0354248
416.992 0.135369
417.969 0.406266
418.945 0.677013
419.922 0.932777
420.898 0.488379
421.875 0.334878
422.852 0.516649
423.828 0.533862
424.805 0.484973
425.781 0.208323
426.758 0.115048
427.734 0.510194
428.711 0.410172
429.688 0.544088
430.664 0.706708
431.641 0.231811
432.617 0.0733172
433.594 0.657297
434.57 0.484957
435.547 0.158303
436.523 0.634468
437.5 0.896488
438.477 0.325711
439.453 0.367768
440.43 0.512092
441.406 0.516294
442.383 0.266351
443.359 0.347267
444.336 0.119393
445.312 0.429532
446.289 0.763327
447.266 0.401705
448.242 0.583749
449.219 0.609927
450.195 0.17931
451.172 0.444218
452.148 0.437328
453.125 0.0807668
454.102 0.459101
455.078 0.607718
456.055 0.659946
457.031 0.243003
458.008 0.200936
458.984 0.76788
459.961 0.218397
460.938 0.514031
461.914 0.579981
462.891 0.170633
463.867 0.449415
464.844 0.396289
465.82 0.3613
466.797 0.26211
467.773 0.460103
468.75 0.374851
469.727 0.461718
470.703 0.291628
471.68 0.265123
472.656 0.274245
473.633 0.75658
474.609 0.163494
475.586 0.556762
476.562 0.606769
477.539 0.664419
478.516 0.564165
479.492 0.934327
480.469 0.0312194
481.445 0.537493
482.422 0.49802
483.398 0.383863
484.375 0.604098
485.352 0.809421
486.328 0.351183
487.305 0.378122
488.281 0.480057
489.258 0.379263
490.234 0.485382
491.211 0.322105
492.188 0.171219
493.164 0.650449
494.141 0.245331
495.117 0.409248
496.094 0.374939
497.07 0.69931
498.047 0.885153
499.023 0.37446
